"source","category_code","category_path","unmapped_products_count"
wolt,ФЕРМЕНТАЦИЯ,ФЕРМЕНТАЦИЯ,303
wolt,ЧАИ 🫖,ЧАИ 🫖,303
wolt,БАКАЛЕЯ / Восточная кухня,БАКАЛЕЯ / Восточная кухня,302
wolt,ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ ДЛЯ ДЕТЕЙ,ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ ДЛЯ ДЕТЕЙ,300
wolt,КОРМ ДЛЯ ПТИЦ🦜,КОРМ ДЛЯ ПТИЦ🦜,300
wolt,КОРМ ДЛЯ КОШЕК И КОТЯТ🐱 / Сухой корм в упаковке,КОРМ ДЛЯ КОШЕК И КОТЯТ🐱 / Сухой корм в упаковке,300
wolt,АНТИБИОТИКИ 💉,АНТИБИОТИКИ 💉,300
wolt,КОРМ ДЛЯ КОШЕК И КОТЯТ🐱 / Влажный корм ,КОРМ ДЛЯ КОШЕК И КОТЯТ🐱 / Влажный корм ,300
wolt,Антибиотики и Антимикробные Препараты,Антибиотики и Антимикробные Препараты,300
wolt,СТОП КАШЕЛЬ 🦠,СТОП КАШЕЛЬ 🦠,300
wolt,"    Косметика и гигиена /         Уход за волосами","    Косметика и гигиена /         Уход за волосами",300
wolt,АМПУЛЫ 💊,АМПУЛЫ 💊,300
wolt,КОРМА ДЛЯ КОШЕК 🐱 / ProPlan (Проплан),КОРМА ДЛЯ КОШЕК 🐱 / ProPlan (Проплан),300
wolt,СУХОЙ КОРМ ДЛЯ КОШЕК 🐈‍⬛,СУХОЙ КОРМ ДЛЯ КОШЕК 🐈‍⬛,300
wolt,Косметическая продукция / Уход за волосами,Косметическая продукция / Уход за волосами,300
wolt,СРЕДСТВА ОТ ПРОСТУДЫ И ГРИППА 🌡️,СРЕДСТВА ОТ ПРОСТУДЫ И ГРИППА 🌡️,300
wolt,"БАДы и ВИТАМИНЫ, МИНЕРАЛЫ 💊","БАДы и ВИТАМИНЫ, МИНЕРАЛЫ 💊",300
wolt,Косметическая продукция / Уход за полостью рта,Косметическая продукция / Уход за полостью рта,300
wolt,Косметическая продукция / Уход за телом,Косметическая продукция / Уход за телом,300
wolt,СУХОЙ КОРМ ДЛЯ КОШЕК ВЕС,СУХОЙ КОРМ ДЛЯ КОШЕК ВЕС,300
wolt,"КОНФЕТЫ И СЛАДОСТИ 🍭 / ШОКОЛАД, БАТОНЧИКИ, ПАСТА","КОНФЕТЫ И СЛАДОСТИ 🍭 / ШОКОЛАД, БАТОНЧИКИ, ПАСТА",300
wolt,"    Бакалея /         Консервированные продукты","    Бакалея /         Консервированные продукты",300
wolt,"КРАСОТА И ГИГИЕНА 🧴 / ВАТНЫЕ ДИСКИ, ПАЛОЧКИ","КРАСОТА И ГИГИЕНА 🧴 / ВАТНЫЕ ДИСКИ, ПАЛОЧКИ",300
wolt,Конфеты и сладости / Vannucci,Конфеты и сладости / Vannucci,300
wolt,Конфеты и сладости / other ,Конфеты и сладости / other ,300
wolt,"    Бакалея /         Крупы","    Бакалея /         Крупы",300
wolt,"БАКАЛЕЯ 🍝 / КРУПЫ","БАКАЛЕЯ 🍝 / КРУПЫ",300
wolt,"БАКАЛЕЯ 🍝 / МАКАРОННЫЕ ИЗДЕЛИЯ","БАКАЛЕЯ 🍝 / МАКАРОННЫЕ ИЗДЕЛИЯ",300
wolt,"    Бакалея /         Макароны","    Бакалея /         Макароны",300
wolt,Конфеты и сладости / Majani,Конфеты и сладости / Majani,300
wolt,Конфеты и сладости / Bolci,Конфеты и сладости / Bolci,300
wolt,******,******,300
wolt,КРАСОТА И ГИГИЕНА 🧴 / ДЕЗОДОРАНТЫ,КРАСОТА И ГИГИЕНА 🧴 / ДЕЗОДОРАНТЫ,300
wolt,"БАКАЛЕЯ 🍝 / ОВОЩНЫЕ КОНСЕРВЫ","БАКАЛЕЯ 🍝 / ОВОЩНЫЕ КОНСЕРВЫ",300
wolt,"Бакалея / Приправы и специи","Бакалея / Приправы и специи",300
wolt,"Бакалея / Продукты быстрого приготовления","Бакалея / Продукты быстрого приготовления",300
wolt,КОНСТРУКТОР / Конструктор для мальчиков,КОНСТРУКТОР / Конструктор для мальчиков,300
wolt,КРАСОТА И ГИГИЕНА 🧴 / ЖЕНСКАЯ ГИГИЕНА,КРАСОТА И ГИГИЕНА 🧴 / ЖЕНСКАЯ ГИГИЕНА,300
wolt,"БАКАЛЕЯ 🍝 / СНЭКИ","БАКАЛЕЯ 🍝 / СНЭКИ",300
wolt,КРАСОТА И ГИГИЕНА 🧴 / МАСЛО,КРАСОТА И ГИГИЕНА 🧴 / МАСЛО,300
wolt,"Бакалея / Соус, кетчуп, томатная паста","Бакалея / Соус, кетчуп, томатная паста",300
wolt,"БАКАЛЕЯ 🍝 / СОУСЫ МАРИНАДЫ СПЕЦИИ","БАКАЛЕЯ 🍝 / СОУСЫ МАРИНАДЫ СПЕЦИИ",300
wolt,"    Бакалея /         Соусы, масла, заправки","    Бакалея /         Соусы, масла, заправки",300
wolt,"    Бакалея /         Специи и приправы","    Бакалея /         Специи и приправы",300
wolt,"КРАСОТА И ГИГИЕНА 🧴 / ОЧИЩЕНИЕ, ДЕМАКИЯЖ","КРАСОТА И ГИГИЕНА 🧴 / ОЧИЩЕНИЕ, ДЕМАКИЯЖ",300
wolt,"КОНДИТЕРСКИЕ ИЗДЕЛИЯ 🍪 / ШОКОЛАД","КОНДИТЕРСКИЕ ИЗДЕЛИЯ 🍪 / ШОКОЛАД",300
wolt,"КРАСОТА И ГИГИЕНА 🧴 / РУКИ, НОГТИ, НОГИ","КРАСОТА И ГИГИЕНА 🧴 / РУКИ, НОГТИ, НОГИ",300
wolt,КРАСОТА И ГИГИЕНА 🧴 / УХОД ДЛЯ ЛИЦА,КРАСОТА И ГИГИЕНА 🧴 / УХОД ДЛЯ ЛИЦА,300
wolt,БАЯН СУЛУ ,БАЯН СУЛУ ,300
wolt,КРЕПКИЙ АЛКОГОЛЬ🥃,КРЕПКИЙ АЛКОГОЛЬ🥃,300
wolt,ЛАКОМСТВА ДЛЯ КОШЕК ,ЛАКОМСТВА ДЛЯ КОШЕК ,300
wolt,Леденцы и Спреи для горла и полости рта,Леденцы и Спреи для горла и полости рта,300
wolt,"ЛЕКАРСТВА И БАДЫ💊 / Анальгезирующие, противовосполительные, спазмолитические средства","ЛЕКАРСТВА И БАДЫ💊 / Анальгезирующие, противовосполительные, спазмолитические средства",300
wolt,ЛЕКАРСТВА И БАДЫ💊 / Антибактериальные,ЛЕКАРСТВА И БАДЫ💊 / Антибактериальные,300
wolt,"ЛЕКАРСТВА И БАДЫ💊 / Витамины, минералы, БАДы","ЛЕКАРСТВА И БАДЫ💊 / Витамины, минералы, БАДы",300
wolt,ЛЕКАРСТВА И БАДЫ💊 / Лечение желудочно-кишечного тракта,ЛЕКАРСТВА И БАДЫ💊 / Лечение желудочно-кишечного тракта,300
wolt,АЛКОГОЛЬНЫЕ НАПИТКИ🥤 / ПИВО (BEER),АЛКОГОЛЬНЫЕ НАПИТКИ🥤 / ПИВО (BEER),300
wolt,"АЛКОГОЛЬНЫЕ НАПИТКИ 🥃 / ПИВО","АЛКОГОЛЬНЫЕ НАПИТКИ 🥃 / ПИВО",300
wolt,ЛЕКАРСТВА И БАДЫ💊 / Лечение заболеваний опорно-двигательной системы,ЛЕКАРСТВА И БАДЫ💊 / Лечение заболеваний опорно-двигательной системы,300
wolt,ЛЕКАРСТВА И БАДЫ💊 / Лечение заболеваний органов дыхания,ЛЕКАРСТВА И БАДЫ💊 / Лечение заболеваний органов дыхания,300
wolt,ЛЕКАРСТВА И БАДЫ💊 / Лечение сердечно-сосудистой системы,ЛЕКАРСТВА И БАДЫ💊 / Лечение сердечно-сосудистой системы,300
wolt,ЛЕКАРСТВА И БАДЫ💊 / От простуды и гриппа,ЛЕКАРСТВА И БАДЫ💊 / От простуды и гриппа,300
wolt,ЛЕКАРСТВА СЕРДЕЧНО-СОСУДИСТОЙ СИСТЕМЫ 🫀,ЛЕКАРСТВА СЕРДЕЧНО-СОСУДИСТОЙ СИСТЕМЫ 🫀,300
wolt,ЛЕКАРСТВЕННЫЕ ПРЕПАРАРТЫ,ЛЕКАРСТВЕННЫЕ ПРЕПАРАРТЫ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА,ЛЕКАРСТВЕННЫЕ СРЕДСТВА,300
wolt,"Лекарственные средства / COVID-19: Лечение, восстановление, профилактика","Лекарственные средства / COVID-19: Лечение, восстановление, профилактика",300
wolt,Лекарственные средства / Антибиотики,Лекарственные средства / Антибиотики,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / АНТИБИОТИКИ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / АНТИБИОТИКИ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / АНТИСЕПТИКИ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / АНТИСЕПТИКИ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / БАДЫ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / БАДЫ,300
wolt,"ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ВАРИКОЗ, ГЕМОРРОЙ","ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ВАРИКОЗ, ГЕМОРРОЙ",300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ВИТАМИНЫ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ВИТАМИНЫ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ГИГИЕНА ПОЛОСТИ РТА,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ГИГИЕНА ПОЛОСТИ РТА,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ГИНЕКОЛОГИЧЕСКИЕ ПРЕПАРАТЫ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ГИНЕКОЛОГИЧЕСКИЕ ПРЕПАРАТЫ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ГОРМОНАЛЬНЫЕ ПРЕПАРАТЫ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ГОРМОНАЛЬНЫЕ ПРЕПАРАТЫ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ДЕРМАТОЛОГИЧЕСКИЕ СРЕДСТВА,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ДЕРМАТОЛОГИЧЕСКИЕ СРЕДСТВА,300
wolt,"СПЕЦИИ И СОУСЫ, САХАР🥫 / СОУСЫ ","СПЕЦИИ И СОУСЫ, САХАР🥫 / СОУСЫ ",300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА ДЛЯ ГИНЕКОЛОГИИ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА ДЛЯ ГИНЕКОЛОГИИ,300
wolt,"Соль, специи и сахар","Соль, специи и сахар",300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ДЛЯ ГЛАЗ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ДЛЯ ГЛАЗ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ДЛЯ ИНЪЕКЦИЙ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ДЛЯ ИНЪЕКЦИЙ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ЖАРОПОНИЖАЮЩЕЕ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ЖАРОПОНИЖАЮЩЕЕ,300
wolt,Лекарственные средства (жидкие формы),Лекарственные средства (жидкие формы),300
wolt,Лекарственные средства / Лекарства для глаз,Лекарственные средства / Лекарства для глаз,300
wolt,Лекарственные средства / Лекарства для снижения давления,Лекарственные средства / Лекарства для снижения давления,300
wolt,Лекарственные средства / Лекарства от аллергии,Лекарственные средства / Лекарства от аллергии,300
wolt,"АЛКОГОЛЬНЫЕ НАПИТКИ 🥃 / ВОДКА","АЛКОГОЛЬНЫЕ НАПИТКИ 🥃 / ВОДКА",300
wolt,"АЛКОГОЛЬНЫЕ НАПИТКИ 🥃 / ВИСКИ","АЛКОГОЛЬНЫЕ НАПИТКИ 🥃 / ВИСКИ",300
wolt,Лекарственные средства / Лекарства от кашля,Лекарственные средства / Лекарства от кашля,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ЛОР ЗАБОЛЕВАНИЯ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ЛОР ЗАБОЛЕВАНИЯ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / МОЧЕПОЛОВАЯ СИСТЕМА И ПОЧКИ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / МОЧЕПОЛОВАЯ СИСТЕМА И ПОЧКИ,300
wolt,ЧУЛОЧНО-НОСОЧНЫЕ ИЗДЕЛИЯ 🧦 / НОСКИ ,ЧУЛОЧНО-НОСОЧНЫЕ ИЗДЕЛИЯ 🧦 / НОСКИ ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / НАРУЖНОЕ ПРИМЕНЕНИЕ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / НАРУЖНОЕ ПРИМЕНЕНИЕ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / НЕВРОЛОГИЯ И ПСИХИАТРИЯ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / НЕВРОЛОГИЯ И ПСИХИАТРИЯ,300
wolt,Лекарственные средства / Новое поступление,Лекарственные средства / Новое поступление,300
wolt,Бумажно-гигиеническая продукция / Женские гигиенические средства,Бумажно-гигиеническая продукция / Женские гигиенические средства,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ОБЕЗБАЛИВАЮЩЕЕ И ПРОТИВОВОСПАЛИТЕЛЬНОЕ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ОБЕЗБАЛИВАЮЩЕЕ И ПРОТИВОВОСПАЛИТЕЛЬНОЕ,300
wolt,Лекарственные средства (общего назначения),Лекарственные средства (общего назначения),300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ОПОРНО-ДВИГАТЕЛЬНЫЙ АППАРАТ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ОПОРНО-ДВИГАТЕЛЬНЫЙ АППАРАТ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ОТ АЛЛЕРГИИ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ОТ АЛЛЕРГИИ,300
wolt,ИГРУШКИ ДЛЯ СОБАК ,ИГРУШКИ ДЛЯ СОБАК ,300
wolt,Бытовая химия,Бытовая химия,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ОТ КАШЛЯ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ОТ КАШЛЯ,300
wolt,"БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ГЕЛИ ДЛЯ ДУША","БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ГЕЛИ ДЛЯ ДУША",300
wolt,"БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ДЕЗОДОРАНТЫ","БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ДЕЗОДОРАНТЫ",300
wolt,"БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ЖЕНСКАЯ ГИГИЕНА","БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ЖЕНСКАЯ ГИГИЕНА",300
wolt,"БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ЗУБНАЯ ПАСТА","БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ЗУБНАЯ ПАСТА",300
wolt,БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ЗУБНЫЕ ЩЕТКИ,БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ЗУБНЫЕ ЩЕТКИ,300
wolt,"БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / КРАСКА ДЛЯ ВОЛОС","БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / КРАСКА ДЛЯ ВОЛОС",300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ПИЩЕВАРИТЕЛЬНАЯ СИСТЕМА,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ПИЩЕВАРИТЕЛЬНАЯ СИСТЕМА,300
wolt,"БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / МЫЛО ТУАЛЕТНОЕ","БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / МЫЛО ТУАЛЕТНОЕ",300
wolt,ИГРУШКИ ДЛЯ КОШЕК ,ИГРУШКИ ДЛЯ КОШЕК ,300
wolt,"БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / СРЕДСТВА ДЛЯ СТИРКИ","БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / СРЕДСТВА ДЛЯ СТИРКИ",300
wolt,"БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ШАМПУНИ","БЫТОВАЯ ХИМИЯ И СРЕДСТВА ГИГИЕНЫ 🫧 / ШАМПУНИ",300
wolt,СНЕКИ-ЧИПСЫ И СУХАРИКИ 🍟,СНЕКИ-ЧИПСЫ И СУХАРИКИ 🍟,300
wolt,СНЕКИ 🍿 / Чипсы,СНЕКИ 🍿 / Чипсы,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ПРОБИОТИКИ И ПРЕБИОТИКИ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ПРОБИОТИКИ И ПРЕБИОТИКИ,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ПРОСТУДА,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ПРОСТУДА,300
wolt,Лекарственные средства / Противовирусные препараты,Лекарственные средства / Противовирусные препараты,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ПРОТИВОВИРУСНЫЕ СРЕДСТВА,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ПРОТИВОВИРУСНЫЕ СРЕДСТВА,300
wolt,Лекарственные средства / Противовоспалительные средства,Лекарственные средства / Противовоспалительные средства,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ПРОТИВОГРИБКОВЫЕ СРЕДСТВА,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / ПРОТИВОГРИБКОВЫЕ СРЕДСТВА,300
wolt,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / СЕРДЕЧНО-СОСУДИСТЫЕ,ЛЕКАРСТВЕННЫЕ СРЕДСТВА 💊 / СЕРДЕЧНО-СОСУДИСТЫЕ,300
wolt,Бытовая химия / Средства ухода за бельем,Бытовая химия / Средства ухода за бельем,300
wolt,СНЕКИ🥓,СНЕКИ🥓,300
wolt,Табачная продукция / Табачные изделия,Табачная продукция / Табачные изделия,300
wolt,ЧЕХЛЫ,ЧЕХЛЫ,300
wolt,ЛЕТНЯЯ КОЛЛЕКЦИЯ🌴,ЛЕТНЯЯ КОЛЛЕКЦИЯ🌴,300
wolt,Алкоголь / Виски и ром,Алкоголь / Виски и ром,300
wolt,ЧАЙ И КОФЕ🫖 / ЧАЙ,ЧАЙ И КОФЕ🫖 / ЧАЙ,300
wolt,Алкоголь,Алкоголь,300
wolt,ВЕТАПТЕКА,ВЕТАПТЕКА,300
wolt,Личная гигиена,Личная гигиена,300
wolt,Замороженные полуфабрикаты ❄️ / Вторые блюда,Замороженные полуфабрикаты ❄️ / Вторые блюда,300
wolt,"СЛАДОСТИ 🍬 / Бисквиты, печенье, десерты","СЛАДОСТИ 🍬 / Бисквиты, печенье, десерты",300
wolt,Сладости без сахара / Протеиновое печенье,Сладости без сахара / Протеиновое печенье,300
wolt,"Замороженная продукция / Мороженое и лёд","Замороженная продукция / Мороженое и лёд",300
wolt,Мази и Крема  Наружные,Мази и Крема  Наружные,300
wolt,Холодный чай и напитки,Холодный чай и напитки,300
wolt,СУМКИ ДЛЯ НОУТБУКОВ💼,СУМКИ ДЛЯ НОУТБУКОВ💼,300
wolt,Скидки / Скидки,Скидки / Скидки,300
wolt,ХОЗТОВАРЫ_И_БЫТОВАЯ_ХИМИЯ / Уход за кожей лица и тела,ХОЗТОВАРЫ_И_БЫТОВАЯ_ХИМИЯ / Уход за кожей лица и тела,300
wolt,ХОЗТОВАРЫ_И_БЫТОВАЯ_ХИМИЯ / Уход за волосами,ХОЗТОВАРЫ_И_БЫТОВАЯ_ХИМИЯ / Уход за волосами,300
wolt,ХОЗТОВАРЫ_И_БЫТОВАЯ_ХИМИЯ / Уборка и чистота,ХОЗТОВАРЫ_И_БЫТОВАЯ_ХИМИЯ / Уборка и чистота,300
wolt,ХОЗТОВАРЫ_И_БЫТОВАЯ_ХИМИЯ / Гигиенические товары,ХОЗТОВАРЫ_И_БЫТОВАЯ_ХИМИЯ / Гигиенические товары,300
wolt,Аксессуары для вязания,Аксессуары для вязания,300
wolt,ХОЗТОВАРЫ_И_БЫТОВАЯ_ХИМИЯ / Аксессуары для кухни и посуда,ХОЗТОВАРЫ_И_БЫТОВАЯ_ХИМИЯ / Аксессуары для кухни и посуда,300
wolt,ТОВАРЫ ДЛЯ АВТОМОБИЛЯ,ТОВАРЫ ДЛЯ АВТОМОБИЛЯ,300
wolt,ВИТАМИНЫ И МИНЕРАЛЫ💊,ВИТАМИНЫ И МИНЕРАЛЫ💊,300
wolt,"    Хлеб, выпечка, печенье /         Печенье, кексы, пряники в пачках","    Хлеб, выпечка, печенье /         Печенье, кексы, пряники в пачках",300
wolt,Хиты продаж ⭐🤗🌹,Хиты продаж ⭐🤗🌹,300
wolt,Евробукеты 💐,Евробукеты 💐,300
wolt,ДРУГИЕ ИЗДЕЛИЯ МЕД. НАЗНАЧЕНИЯ 🏥,ДРУГИЕ ИЗДЕЛИЯ МЕД. НАЗНАЧЕНИЯ 🏥,300
wolt,ДРУГИЕ ИЗДЕЛИЯ МЕД НАЗНАЧЕНИЯ🩹,ДРУГИЕ ИЗДЕЛИЯ МЕД НАЗНАЧЕНИЯ🩹,300
wolt,МАШИНКИ / Пластмассовые машинки,МАШИНКИ / Пластмассовые машинки,300
wolt,ФРУКТЫ 🍋,ФРУКТЫ 🍋,300
wolt,Медикаменты ,Медикаменты ,300
wolt,МОЛОКО И СЛИВКИ🥛,МОЛОКО И СЛИВКИ🥛,300
wolt,СВЕЧИ АРОМАТИЧЕСКИЕ 🕯️,СВЕЧИ АРОМАТИЧЕСКИЕ 🕯️,300
wolt,"    Молочная продукция, сыр, яйцо /         Сыры","    Молочная продукция, сыр, яйцо /         Сыры",300
wolt,Салфетки,Салфетки,300
wolt,ДЛЯ НЕЁ / ФАЛЛОИМИТАТОРЫ,ДЛЯ НЕЁ / ФАЛЛОИМИТАТОРЫ,300
wolt,ВЛАЖНЫЙ КОРМ ДЛЯ КОШЕК,ВЛАЖНЫЙ КОРМ ДЛЯ КОШЕК,300
wolt,"Растворы -ампулы внутривенно,струйно,внутримышечно ","Растворы -ампулы внутривенно,струйно,внутримышечно ",300
wolt,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / УХОД ДЛЯ ВОЛОС,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / УХОД ДЛЯ ВОЛОС,300
wolt,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / СОЛЬ ДЛЯ ВАНН,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / СОЛЬ ДЛЯ ВАНН,300
wolt,РАЗВИВАЮЩИЕ ИГРУШКИ И ИГРЫ,РАЗВИВАЮЩИЕ ИГРУШКИ И ИГРЫ,300
wolt,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / САЛФЕТКИ,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / САЛФЕТКИ,300
wolt,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / ПУСТЫШКИ И ПРОРЕЗЫВАТЕЛИ,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / ПУСТЫШКИ И ПРОРЕЗЫВАТЕЛИ,300
wolt,"УХОД ЗА ЛИЦОМ💆🏻‍♀️ / Сыворотки, эссенции и эмульсии","УХОД ЗА ЛИЦОМ💆🏻‍♀️ / Сыворотки, эссенции и эмульсии",300
wolt,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / ПОДГУЗНИКИ ДЕТСКИЕ,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / ПОДГУЗНИКИ ДЕТСКИЕ,300
wolt,ТОВАРЫ ДЛЯ ДОМА И САДА,ТОВАРЫ ДЛЯ ДОМА И САДА,300
wolt,ПРЯЖА 🧶,ПРЯЖА 🧶,300
wolt,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / МЫЛО,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / МЫЛО,300
wolt,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / ЗУБНЫЕ ЩЕТКИ,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / ЗУБНЫЕ ЩЕТКИ,300
wolt,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / ЗУБНАЯ ПАСТА,ДЛЯ МАМЫ И РЕБЕНКА 👩🏻‍🍼 / ЗУБНАЯ ПАСТА,300
wolt,УХОД ЗА ЛИЦОМ💆🏻‍♀️ / Кремы для лица,УХОД ЗА ЛИЦОМ💆🏻‍♀️ / Кремы для лица,300
wolt,ДЛЯ ЛЕЧЕНИЯ ЛОР ЗАБОЛЕВАНИЙ🦻🏻,ДЛЯ ЛЕЧЕНИЯ ЛОР ЗАБОЛЕВАНИЙ🦻🏻,300
wolt,"Молочные продукты / Термостатные йогурты и десерты","Молочные продукты / Термостатные йогурты и десерты",300
wolt,УХОД ЗА ГУБАМИ 👄,УХОД ЗА ГУБАМИ 👄,300
wolt,ESKO СИРОПЫ,ESKO СИРОПЫ,300
wolt,МЯГКИЕ КОНТАКТНЫЕ ЛИНЗЫ,МЯГКИЕ КОНТАКТНЫЕ ЛИНЗЫ,300
wolt,Детское питание и уход / Подгузники и гигиена,Детское питание и уход / Подгузники и гигиена,300
wolt,Назальные капли и спрей,Назальные капли и спрей,300
wolt,Препараты Давления  / Гипертония (повышенное давление),Препараты Давления  / Гипертония (повышенное давление),300
wolt,"НАПИТКИ 🥤 / ВОДА СТОЛОВАЯ И МИНЕРАЛЬНАЯ","НАПИТКИ 🥤 / ВОДА СТОЛОВАЯ И МИНЕРАЛЬНАЯ",300
wolt,НАПИТКИ ГАЗИРОВАННЫЕ,НАПИТКИ ГАЗИРОВАННЫЕ,300
